ProductoID,Marca,Descripción,DescripciónID,Tamaño,TamañoID
21080535341,21080,Landmark Overlook Pnt Nr,5353,750mL,41
21081588141,21081,Martinelli Belle Vigna Pnt N,5881,750mL,41
21083945641,21083,Wild Ridge Pnt Nr Sonoma Cst,9456,750mL,41
21084400841,21084,Glazebrook Svgn Bl Marlboro,4008,750mL,41
21089722141,21089,Quivira Znfdl Dry Creek Vly,7221,750mL,41
21098767341,21098,Rutherford Ranch Chard,7673,750mL,41
21100752141,21100,Robert Hall 13 Syrah,7521,750mL,41
21101646841,21101,Niner Twisted Spur 10 Red,6468,750mL,41
21103348341,21103,Farnum Hill Dooryard Still,3483,750mL,41
21105504741,21105,Ken Volk Pnt Nr Cuvee St Mar,5047,750mL,41
21109547041,21109,Les Lauzeraies Tavel,5470,750mL,41
21111550241,21111,Light Horse Chard,5502,750mL,41
21112943541,21112,Wicked Bold Cab Svgn,9435,750mL,41
21113944041,21113,Wicked Soft Chard,9440,750mL,41
21114943741,21114,Wicked Juicy Grenache,9437,750mL,41
21115943941,21115,Wicked Smooth Merlot,9439,750mL,41
21117943641,21117,Wicked Bright Pnt Gr Veneto,9436,750mL,41
21119943841,21119,Wicked Silky Shiraz,9438,750mL,41
21123824041,21123,Southern Right Svgn Bl,8240,750mL,41
21127357941,21127,Fire Brix Chard,3579,750mL,41
21129831341,21129,St Supery Svgn Bl Napa,8313,750mL,41
21131357841,21131,Fire Brix Cab Svgn,3578,750mL,41
21144228641,21144,Cherry Tart Pnt Nr,2286,750mL,41
21145281641,21145,David Girard Vyds Code Rouge,2816,750mL,41
21149411541,21149,Graffigna Centenario Cab Svg,4115,750mL,41
21151364641,21151,Flight Song Svgn Bl,3646,750mL,41
21155721241,21155,Quinta do Crasto Douro S per,7212,750mL,41
21156451341,21156,Huber Hugo Red,4513,750mL,41
21157451241,21157,Huber Hugo Gruner Veltliner,4512,750mL,41
21158451141,21158,Huber Gruner Veltliner Trais,4511,750mL,41
21159655341,21159,Nyers Vyds Sage Canyon Red,6553,750mL,41
21160655441,21160,Nyers Vyds Vista Luna Znfdl,6554,750mL,41
21166525141,21166,La Crema Pnt Nr Williamette,5251,750mL,41
21168447741,21168,Honoro Vera Merlot Jumilla,4477,750mL,41
21169447841,21169,Honoro Vera Organic Jumilla,4478,750mL,41
21172668641,21172,Ornellaia Bolgheri 11,6686,750mL,41
21178793841,21178,Sensi Dalcampo Chianti Rsva,7938,750mL,41
21194681341,21194,Paul Hobbs Beckstoffer Cab S,6813,750mL,41
21195681941,21195,Paul Hobbs Las Piedras Cab S,6819,750mL,41
21196681741,21196,Paul Hobbs Crossbarn Chard,6817,750mL,41
21201111627,21201,Bota Box Pnt Nr,1116,3L,27
21208506041,21208,Kendall Jackson Grand Rsv Ch,5060,750mL,41
21213933241,21213,Volcanes Summit Series Cab S,9332,750mL,41
21216455441,21216,Il Poggione Monalcino Rsv 07,4554,750mL,41
21217258641,21217,Copain Wentzel Pnt Nr,2586,750mL,41
21218434141,21218,Heitz Znfdl Ink Grade Vyd,4341,750mL,41
21226889641,21226,Tisdale Vineyards Moscato,8896,750mL,41
21228877227,21228,The Naked Grape Box Harvest,8772,3L,27
21230877427,21230,The Naked Grape Box Moscato,8774,3L,27
21233174441,21233,Cavicchioli Prosecco,1744,750mL,41
21250100141,21250,Bodega Garzon Albarino,1001,750mL,41
21251742141,21251,Renwood Old Vine Zinfandel,7421,750mL,41
21252741841,21252,Renwood BBQ Zinfandel,7418,750mL,41
21254742241,21254,Renwood Timberline Znfdl,7422,750mL,41
21259681841,21259,Paul Hobbs Crossbarn Rose PN,6818,750mL,41
21267538641,21267,Latour 13 Cuvee Bourgog Blnc,5386,750mL,41
21270505441,21270,Kendall Jackson AVANT Svgn B,5054,750mL,41
21271507741,21271,Kentia Albarino Rias Baixas,5077,750mL,41
21272252941,21272,Comoloco Monastrell Jumilla,2529,750mL,41
21275447441,21275,Honoro Vera Blanco Rueda,4474,750mL,41
21277643741,21277,Nicholson Ranch Chard Son Ct,6437,750mL,41
21280754341,21280,Rodney Strong Bros Ridge Cab,7543,750mL,41
21281755341,21281,Rodney Strong Rsv Alex Vy CS,7553,750mL,41
21282567441,21282,Lunetta Rose Brut,5674,750mL,41
21284332541,21284,Elk Cove Pinot Bl,3325,750mL,41
21286332141,21286,Elk Cove Five Mtn Pnt Nr,3321,750mL,41
21287367441,21287,Foley Johnson Cab Svgn,3674,750mL,41
21293244024,21293,Clos du Bois Chard,2440,375mL,24
21300243141,21300,Clos LaChance Meritage,2431,750mL,41
21307231641,21307,Chloe Chard,2316,750mL,41
21308231741,21308,Chloe Pnt Grigio,2317,750mL,41
21309232041,21309,Chloe Red,2320,750mL,41
21311139341,21311,Cakebread Clrs Two Creeks 12,1393,750mL,41
21313504341,21313,Kedem Concord Grape Kosher,5043,750mL,41
21319949241,21319,Wlm Hill Est No Cst Svgn Bl,9492,750mL,41
21320963041,21320,Zion Dolev Muscato,9630,750mL,41
21321744641,21321,Rex Goliath Red Sangria,7446,750mL,41
21323758541,21323,Rosatello Sweet Moscato,7585,750mL,41
21324758641,21324,Rosatello Sweet Rose,7586,750mL,41
21325511541,21325,Kim Crawford Pnt Gr Homstead,5115,750mL,41
21326511941,21326,Kim Crawford Svgn Bl Sptfire,5119,750mL,41
21328807341,21328,Skinnygirl Chard,8073,750mL,41
21329590441,21329,Masi Campofiorin,5904,750mL,41
21333588941,21333,Mas Carlot Marsanne Roussann,5889,750mL,41
21334456141,21334,Ilauri Prosecco Extra Dry,4561,750mL,41
21338927541,21338,Vincent Delaporte Sancerre,9275,750mL,41
21341338441,21341,Essenciel Paradis Prvnc Rose,3384,750mL,41
21342307941,21342,Dom du Garde Temps Tour Rose,3079,750mL,41
21343621541,21343,Montecillo Rioja Crianza,6215,750mL,41
21350150341,21350,Candor Znfdl,1503,750mL,41
21352133241,21352,C Y Toro Don Melchr Cab Svgn,1332,750mL,41
21353816941,21353,Smoking Loon Malbec Carancho,8169,750mL,41
21355152041,21355,Cantina Gabriele Dolc White,1520,750mL,41
21359837041,21359,Stephen Vincent Pnt Nr,8370,750mL,41
21363689441,21363,Perez Cruz Carmenere Ltd Ed,6894,750mL,41
21364523241,21364,La Caplana Gavi di Gavi,5232,750mL,41
21366855841,21366,Tamaya Svgn Bl,8558,750mL,41
21367500541,21367,KJ Est 12 Chard Camelot High,5005,750mL,41
21368500641,21368,KJ Est 12 Pnt Nr Outland Rdg,5006,750mL,41
21369505841,21369,Kendall Jackson Grand Pnt Nr,5058,750mL,41
21371652041,21371,Nodus Red,6520,750mL,41
21376906541,21376,Tullia Prosecco,9065,750mL,41
21377236441,21377,Circa Rosso,2364,750mL,41
21384214741,21384,Ch Ste Michelle Cold Ck Cab,2147,750mL,41
21385214841,21385,Ch Ste Michelle Cold Crk Cha,2148,750mL,41
21386791941,21386,Segal's Cab Svgn Spcl Rsv Ga,7919,750mL,41
21392100941,21392,Bodegas Jeromin Zesto Rosada,1009,750mL,41
21394842032,21394,Stolpman Vyds L'Avion White,8420,500mL,32
