ProductoID,Marca,Descripción,DescripciónID,Tamaño,TamañoID
25018522141,25018,L'Enclos de Viaud Lalande Po,5221,750mL,41
25020219541,25020,Ch de Pierreux Brouilly Rsv,2195,750mL,41
25021584641,25021,Mark West Black Pnt Nr,5846,750mL,41
25027500427,25027,KJ 12 Vintners Rsv Cab Svgn,5004,3L,27
25030159241,25030,Cardinale 12 Cab Svgn Napa,1592,750mL,41
25043127041,25043,Bully Hill Goat Wh Semi-Dry,1270,750mL,41
25046127141,25046,Bully Hill Love My Goat Rd,1271,750mL,41
25054473841,25054,Jadot Clos Vougeot 13,4738,750mL,41
25055474441,25055,Jadot Echezeaux 13,4744,750mL,41
25056474741,25056,Jadot Gevrey Chambertin 13,4747,750mL,41
25057475241,25057,Jadot Marsannay Clos Roy 13,4752,750mL,41
25058472441,25058,Jadot Bourgogne Le Chapitre,4724,750mL,41
25060474741,25060,Jadot Gevrey Chambertin 13,4747,750mL,41
25061478041,25061,Jadot Vosne Romanee 13,4780,750mL,41
25062476041,25062,Jadot Nuit St George 13,4760,750mL,41
25063477341,25063,Jadot Savigny 13 Clos de Gue,4773,750mL,41
25064472241,25064,Jadot Beaune Bressandes 13,4722,750mL,41
25069474141,25069,Jadot Cote de Beaune Vlgs 13,4741,750mL,41
25070477741,25070,Jadot Savigny les Beaune 13,4777,750mL,41
25071476541,25071,Jadot Pommard 13,4765,750mL,41
25072593041,25072,Mastroberardino Radici Taura,5930,750mL,41
25076475741,25076,Jadot Monthelie 13 Sous Roch,4757,750mL,41
25077475441,25077,Jadot Mercurey 13,4754,750mL,41
25078477441,25078,Jadot Savigny Bl Clos de Gue,4774,750mL,41
25082472641,25082,Jadot Bouzeron 13,4726,750mL,41
25083476941,25083,Jadot Rully 13,4769,750mL,41
25084140341,25084,Calera Ctrl Coast Pnt Nr,1403,750mL,41
25085474941,25085,Jadot Marsannay 13,4749,750mL,41
25086476441,25086,Jadot Pernand Vergelesses 13,4764,750mL,41
25089477141,25089,Jadot Saint Aubin 13,4771,750mL,41
25090473041,25090,Jadot Ch des Jacques Fleurie,4730,750mL,41
25091473241,25091,Jadot Ch des Jacques La Roch,4732,750mL,41
25104644441,25104,Nickel&Nickel Truchard Chard,6444,750mL,41
25105334541,25105,EnRoute Chard Brumaire RRV,3345,750mL,41
25109893141,25109,Tomaiolo Toscana,8931,750mL,41
25112934241,25112,Voss Svgn Blanc Napa Vly,9342,750mL,41
25113504441,25113,Keller Est 13 Cruz Vyd Chard,5044,750mL,41
25117964741,25117,Zuccardi Q Malbec,9647,750mL,41
25118373141,25118,Foxglove Cab Svgn,3731,750mL,41
25119373341,25119,Foxglove Znfdl,3733,750mL,41
25120373241,25120,Foxglove Chard,3732,750mL,41
25124472841,25124,Jadot Burgundy Hills Wh 14,4728,750mL,41
25125964241,25125,Zorvino Vyds Mango Magnifico,9642,750mL,41
25126964341,25126,Zorvino Vyds Peachez,9643,750mL,41
25130844541,25130,Stratus Cab Franc VQA,8445,750mL,41
25137645141,25137,Nicole Chanrion Cote de Brou,6451,750mL,41
25138865241,25138,Terlatto & Chapoutier Shiraz,8652,750mL,41
25139230241,25139,Chigard Fleurie Les Moriers,2302,750mL,41
25140645141,25140,Nicole Chanrion Cote de Brou,6451,750mL,41
25141872941,25141,The Federalist 1776 Zinfande,8729,750mL,41
25147962841,25147,Zinzilla Zinfandel,9628,750mL,41
25148598141,25148,McNab Ridge Petite Sirah,5981,750mL,41
25150598041,25150,McNab Ridge Cab Svgn,5980,750mL,41
25151377841,25151,Fred's Red Mendocino County,3778,750mL,41
25154927341,25154,Vina Cobos Cocodrilo Corte,9273,750mL,41
25156222541,25156,Champagne Malard Grand Cru B,2225,750mL,41
25157571441,25157,M Lynch Bordeaux Blanc Grave,5714,750mL,41
25158571541,25158,M Lynch Bordeaux Rouge Medoc,5715,750mL,41
25159522041,25159,L'Eglise Saint-Hilaire Borde,5220,750mL,41
25160235841,25160,Cinq les Pattes Bordeaux Bla,2358,750mL,41
25162277341,25162,D.des Senechaux CdP,2773,750mL,41
25163248541,25163,Colavita Pnt Nr,2485,750mL,41
25171390241,25171,Gardacho Garnacha,3902,750mL,41
25176168041,25176,Casas Del Bosque Sauv Bl,1680,750mL,41
25179412141,25179,Grahams 1977 Vintage Port,4121,750mL,41
25181412341,25181,Grahams 2000 Vintage Port,4123,750mL,41
25184749041,25184,Riglos Gran Cab Svgn,7490,750mL,41
25186472941,25186,Jadot Ch d Jacques Morgon 11,4729,750mL,41
25187184841,25187,Ch Bruni Brdx Superieur,1848,750mL,41
25188202241,25188,Ch Les Granges Brdx,2022,750mL,41
25190807141,25190,Sixto Chardonnay,8071,750mL,41
25191263541,25191,Cousino Macul Cab Svgn,2635,750mL,41
25192499541,25192,K Vintners The Klein,4995,750mL,41
25194182741,25194,Ch Beaulieu Lalande de Pomer,1827,750mL,41
25195184641,25195,Ch Brane-Cantenac Margaux 01,1846,750mL,41
25196528541,25196,La Pommeraie de Brown Pessac,5285,750mL,41
25197198741,25197,Ch La Rousseliere St Estephe,1987,750mL,41
25197198747,25197,Ch La Rousseliere St Estephe,1987,750mL 4 Pk,47
25198190041,25198,Ch Fombrauge Le Cadran de Fo,1900,750mL,41
25199542841,25199,Le Prelat CdR Blanc,5428,750mL,41
25200542941,25200,Le Prelat CdR Rouge,5429,750mL,41
25201188041,25201,Ch Croix de Jaugue St Emilio,1880,750mL,41
25202760141,25202,Rosenblum R Sauret Zinfandel,7601,750mL,41
25204211641,25204,Ch Rollan de By Medoc,2116,750mL,41
25205803941,25205,Silverado GEO Cab Svg,8039,750mL,41
25206721541,25206,Quinta do Noval 2013 Port,7215,750mL,41
25210800141,25210,Siduri Pnt Nr Williamette Vy,8001,750mL,41
25211218741,25211,Ch de Carles Brdx,2187,750mL,41
25212613741,25212,Mionetto Prosecco Extra Dry,6137,750mL,41
25216169541,25216,Castello D'Alba Vinho Tinta,1695,750mL,41
25220170741,25220,Castelo do Sulco Tinto Rsva,1707,750mL,41
25221406750,25221,Gnarly Head OV Zinfandel,4067,Liter,50
25222384241,25222,G Ferrer Etesian Pnt Nr Rose,3842,750mL,41
25224384141,25224,G Ferrer Etesian Pnt Nr,3841,750mL,41
25225205341,25225,Ch Montelena Cab Svgn 2006,2053,750mL,41
25226455141,25226,Il Molino di Grace Chianti C,4551,750mL,41
25228276641,25228,D Guillot Broux Bourgogne,2766,750mL,41
25229276541,25229,D Guillot Broux Blanc Les Ge,2765,750mL,41
25236449741,25236,Horseshoes & Handgrenades Re,4497,750mL,41
25244571741,25244,M Sullberg Cab Svgn,5717,750mL,41
25246571841,25246,M Sullberg Chard,5718,750mL,41
25250852341,25250,TJ Lot #45 Zinfandel Tilting,8523,750mL,41
25252430441,25252,Hauts de Smith Rouge P-Le 12,4304,750mL,41
25253220624,25253,Ch du Levant Sauternes,2206,375mL,24
25254220441,25254,Ch des Perligues Graves,2204,750mL,41
25255140241,25255,Calera Ctrl Coast Chard,1402,750mL,41
25256213341,25256,Ch St Louis Vieux Galvesse L,2133,750mL,41
25257184041,25257,Ch Boston Margaux,1840,750mL,41
25258203441,25258,Ch Maine d'Arman Cote Bourg,2034,750mL,41
25259204341,25259,Ch Martinon Brdx Rouge,2043,750mL,41
25260539841,25260,Lavergne Brdx Rouge,5398,750mL,41
25262962941,25262,Ziobaffa Organic Tuscan Red,9629,750mL,41
25264710441,25264,Pommery Falltime Extra Dry C,7104,750mL,41
25265120341,25265,Brittan Vyds Chard Wlmete Vy,1203,750mL,41
25268152441,25268,Cantine Maschio Sparkling Ro,1524,750mL,41
25269724241,25269,R Mondavi Cab Svgn Pvt Sel,7242,750mL,41
25273514041,25273,Kir-Yianni Paranga VdP Maced,5140,750mL,41
25275963441,25275,Zoe Red by D Skouras,9634,750mL,41
25279710341,25279,Pommery Cuvee Louise 2002,7103,750mL,41
25280600241,25280,Menage a Trois Merlot,6002,750mL,41
25281730432,25281,Ransom Dry Vermouth,7304,500mL,32
25282730732,25282,Ransom Sweet Vermouth,7307,500mL,32
25283730641,25283,Ransom Selection Pnt Nr,7306,750mL,41
25284605241,25284,Merryvale Cab Svgn,6052,750mL,41
25289653841,25289,Notre Dame Cousignac Vent 14,6538,750mL,41
25290653741,25290,Notre Dame Cousignac CdR 13,6537,750mL,41
25291653641,25291,Notre Dame Cousignac 13 Gigo,6536,750mL,41
25292192341,25292,Ch Grand Renom Brdx Bl 14,1923,750mL,41
25293266741,25293,Croft Reserve Tawny,2667,750mL,41
25295833541,25295,Stark Conde Cab Svgn,8335,750mL,41
25304276041,25304,Cyprus Pnt Nr,2760,750mL,41
25305275941,25305,Cyprus Chard,2759,750mL,41
25306275841,25306,Cyprus Cab Svgn,2758,750mL,41
25317412841,25317,Grammercy Cellars Cab Svgn,4128,750mL,41
25319188641,25319,Ch Deux Rocs Premices Red,1886,750mL,41
25321155141,25321,Capeside Cellars Svgn Blanc,1551,750mL,41
25324413741,25324,Gran Moraine Y-C Pnt Nr Oreg,4137,750mL,41
25325413641,25325,Gran Moraine Y-C Chard OR,4136,750mL,41
25327799941,25327,Siduri Pnt Nr RRV,7999,750mL,41
25333390141,25333,Garda Pinot Grigio,3901,750mL,41
25334592041,25334,Masseria Prosecco,5920,750mL,41
25335394241,25335,George Wine Co Pnt Nr Sonoma,3942,750mL,41
25337190441,25337,Ch Francs Brdx CdFrancs,1904,750mL,41
25338186241,25338,Ch Chantelune Margaux,1862,750mL,41
25339542041,25339,Le Haut Medoc de Lascombes,5420,750mL,41
25341103941,25341,Bollinger R.D. 2002,1039,750mL,41
25348603141,25348,Merlo Family Vyds Pnt Nr,6031,750mL,41
25349603041,25349,Merlo Family Vyds Chard,6030,750mL,41
25351274041,25351,Cusumano Merlot,2740,750mL,41
25352177541,25352,Cecchi Chianti DOCG,1775,750mL,41
25353142641,25353,Calmel & Joseph CdRoussillon,1426,750mL,41
25354142841,25354,Calmel & Joseph Terra Larzac,1428,750mL,41
25358447124,25358,Honig Late Harvest Svgn Bl,4471,375mL,24
25361446924,25361,Honig Cab Svgn,4469,375mL,24
25373793041,25373,Sella & Mosca RSV Cannonau,7930,750mL,41
25374377541,25374,Fratelli Urciuolo Fiano,3775,750mL,41
25375793241,25375,Sella & Mosca Vermentino Ca,7932,750mL,41
25378377641,25378,Fratelli Urciuolo Greco di T,3776,750mL,41
25381792841,25381,Selbach-Oster Riesling,7928,750mL,41
25382317841,25382,Drouhin Laforet Red Bourgog,3178,750mL,41
25383934141,25383,Von Winning Riesling Pfalz,9341,750mL,41
25386222641,25386,Champagne Pommerey 04 Gr Cru,2226,750mL,41
25387384341,25387,G Vigouroux L Comtes Cahours,3843,750mL,41
25390953341,25390,Xinomavro Naoussa Young Vine,9533,750mL,41
25406626941,25406,Moschofilero Mantinia Spirop,6269,750mL,41
25414346141,25414,Falesco Tellus Cab Svgn IGT,3461,750mL,41
25415784441,25415,Schlosskellerei Gobelsburg,7844,750mL,41
25416391141,25416,Gaston Chiquet Trad Brut 1er,3911,750mL,41
25417520041,25417,Kunde Cab Svgn Sonoma Valley,5200,750mL,41
25418576732,25418,Malamatina Retsina,5767,500mL,32
25419520241,25419,Kunde Chard Sonoma Valley,5202,750mL,41
25423708841,25423,Pol Roger 02 Sir W Churchill,7088,750mL,41
25425529241,25425,La Scolca Black Label Gavi,5292,750mL,41
25426349741,25426,Fattoire Barbi 13 MdScansano,3497,750mL,41
25427349641,25427,Fattoire Barbi 10 Brunello,3496,750mL,41
25428565941,25428,Luigi Bosca Los Miradores Ma,5659,750mL,41
25429208641,25429,Ch Pesquie Quint Ventoux Red,2086,750mL,41
25430784041,25430,Schlink Haus Auslese,7840,750mL,41
25431784141,25431,Schlink Haus Kabinett,7841,750mL,41
25432784241,25432,Schlink Haus Spatlese,7842,750mL,41
25444140641,25444,Calera Mt Harlan Chard,1406,750mL,41
25445594541,25445,Maynard's 10 Yr Tawny Port,5945,750mL,41
25448860141,25448,Taylor Fladgate 30 yr Tawny,8601,750mL,41
25457384549,25457,GH Mumm Cordon Rouge,3845,9L,49
25458796041,25458,Seven Hills Cab Svgn Columbi,7960,750mL,41
25459796141,25459,Seven Hills Merlot Seven Hil,7961,750mL,41
25462124741,25462,Buehler Estate Cab Svgn Napa,1247,750mL,41
25464327316,25464,Eden Rose Cider Keg,3273,20L,16
25466963741,25466,Zonin Prosecco,9637,750mL,41
25467786441,25467,Schug Cab Svgn,7864,750mL,41
25468766541,25468,Run Riot Pnt Nr,7665,750mL,41
25478339841,25478,Estro d Piona Sparkling Rose,3398,750mL,41
25480117041,25480,Boyle MacDonald Cab Svgn Nap,1170,750mL,41
25482465324,25482,J. Ordonez Victoria Moscatel,4653,375mL,24
25484357041,25484,Finca Sandoval Tinto Manchue,3570,750mL,41
25493567141,25493,Lunadoro Toscana Memoria IGT,5671,750mL,41
25496800641,25496,Sierra Cantabria Unica Rsv 0,8006,750mL,41
25497901841,25497,Triga Alicante Tinto 11,9018,750mL,41
25499500741,25499,KJ Est Cab Hawkeye Mtn,5007,750mL,41
25500500841,25500,KJ Est Chard Santa Maria Vly,5008,750mL,41
25502113641,25502,Bouchaine Pnt Nr W Lindsay V,1136,750mL,41
25503113741,25503,Bouchaine Terraces Vyd Pnt N,1137,750mL,41
25504742041,25504,Renwood Clarion Red,7420,750mL,41
25507590641,25507,Masi Frescaripa Bardolino Cl,5906,750mL,41
25508783041,25508,Sbragia Zin Ginos Vyd- Dry C,7830,750mL,41
25509558141,25509,Lockwood Pnt Nr,5581,750mL,41
25510499841,25510,K Volk Pnt Nr San Benito,4998,750mL,41
25511786541,25511,Schug Chard Carneros,7865,750mL,41
25512782841,25512,Sbragia Cab Svgn Monte Rosse,7828,750mL,41
25513333441,25513,Elvio Cogno Dolcetto D'Alba,3334,750mL,41
25514333141,25514,Elvio Cogno Barolo Cascina N,3331,750mL,41
25515110441,25515,Bootstrap Red,1104,750mL,41
25517593441,25517,Match Book Lake Cnty Cab Svg,5934,750mL,41
25519727441,25519,R.Mondavi PS Bourbon Barrel,7274,750mL,41
25520650941,25520,Nobilo Chard,6509,750mL,41
25521958141,25521,Z Alexander Brown Uncaged Pn,9581,750mL,41
25523957941,25523,Z Alexander Brown Uncage Red,9579,750mL,41
25524958041,25524,Z Alexander Brown Uncaged Ca,9580,750mL,41
25526379841,25526,Frescobaldi Massovivo Vermen,3798,750mL,41
25527590841,25527,Masi Mazzano Amarone 03,5908,750mL,41
25528590341,25528,Masi Campo Torbe Amarone 00,5903,750mL,41
25535219641,25535,Ch de Reynaud Cotes du Bourg,2196,750mL,41
25537726741,25537,R Stemmler 13 Pnt Nr,7267,750mL,41
25538828141,25538,St Clement Svgn Bl,8281,750mL,41
25539882641,25539,Three Knights Svgn Bl,8826,750mL,41
25540746241,25540,Richard Grant Cuvee Rose Brt,7462,750mL,41
25541590241,25541,Masi Bonacosta Valpolicella,5902,750mL,41
25542307741,25542,Dom des Chasseignes Sancerre,3077,750mL,41
25544887641,25544,Tilia Bonarda Mendoza,8876,750mL,41
25545612541,25545,Miolo  Lote 43,6125,750mL,41
25548612641,25548,Miolo Chardonnay,6126,750mL,41
25554122141,25554,Brotte Espirit CdR,1221,750mL,41
25555122341,25555,Brotte Optimum Chat du Pape,1223,750mL,41
25557507841,25557,Kenwood Cab Svgn Sonoma,5078,750mL,41
25560697941,25560,Piledriver Red Blend 13,6979,750mL,41
25561834341,25561,Stateland Cellars Cab Svgn 1,8343,750mL,41
25562333241,25562,Elvio Cogno Barolo Ravera,3332,750mL,41
25563333041,25563,Elvio Cogno Barbera D'Alba B,3330,750mL,41
25564333341,25564,Elvio Cogno Barolo Vignaelen,3333,750mL,41
25566722041,25566,Quivira 12 Znfdl Dry Creek V,7220,750mL,41
25567769441,25567,Saddleback Clrs 11 Cab Svgn,7694,750mL,41
25568799441,25568,Shooting Star 12 Barbera Cnt,7994,750mL,41
25569834641,25569,Steele 10 Pnt Nr Sangiacomo,8346,750mL,41
25570835541,25570,Steele Wines Scarlet Lake Cn,8355,750mL,41
25572928841,25572,Vineyards Found 14 Chard Nap,9288,750mL,41
25573561341,25573,Louis Latour 12 Bourgogne Ga,5613,750mL,41
25574805241,25574,Simmonet-Febvre 12 Bourgogne,8052,750mL,41
25575561841,25575,Louis Latour 14 St Veran Bla,5618,750mL,41
25576805341,25576,Simmonet-Febvre Cremant de B,8053,750mL,41
25577676141,25577,Parducci 13 True Grit Cab Sv,6761,750mL,41
25578676241,25578,Parducci 13 True Grit Chard,6762,750mL,41
25584745041,25584,Rex Hill Seven Soils Chard,7450,750mL,41
25585745141,25585,Rex Hill Williamette Pnt Nr,7451,750mL,41
25586745124,25586,Rex Hill Williamette Pnt Nr,7451,375mL,24
25587396441,25587,Geyser Peak Znfdl,3964,750mL,41
25588441341,25588,High Valley Znfdl,4413,750mL,41
25589278341,25589,Dalliance Chardonnay,2783,750mL,41
25590267241,25590,Cross Springs Pnt Nr Colusa,2672,750mL,41
25591780024,25591,Sauska Aszu Essencia,7800,375mL,24
25592952241,25592,Writer's Block 12 Lake Count,9522,750mL,41
25593931241,25593,Virginia Dare Pnt Nr RRV,9312,750mL,41
25594931141,25594,Virginia Dare Chard Sonoma C,9311,750mL,41
25596510441,25596,Kettmeir Muller Thurgau Alto,5104,750mL,41
25597510541,25597,Kettmeir Pnt Grigio Alto Adi,5105,750mL,41
25602728841,25602,Ramey Cab Svgn Pedregal Vyd,7288,750mL,41
25603919541,25603,Verrazzano Chianti Clsc,9195,750mL,41
25604728641,25604,Ramey Annum Cab Svgn Napa,7286,750mL,41
25605381841,25605,Frog's Leap Petite Sirah,3818,750mL,41
25606448241,25606,Hoopla Chardonnay,4482,750mL,41
25607552941,25607,Liparita Cab Svgv,5529,750mL,41
25609947941,25609,Wilson Winery Znfdl,9479,750mL,41
25618934641,25618,W Hill Est Bench Blend Napa,9346,750mL,41
25621370341,25621,Forest Glen Cab Svgn Cal,3703,750mL,41
25622370441,25622,Forest Glen Chard,3704,750mL,41
25623370541,25623,Forest Glen Merlot Cal,3705,750mL,41
25625413841,25625,Gran Pasas Monastrell,4138,750mL,41
25628581141,25628,Marchesi Barolo Gavi de Gavi,5811,750mL,41
25629581241,25629,Marchesi Barolo Ruvei B Alba,5812,750mL,41
25630581741,25630,Marchesi di Barolo Barb DOCG,5817,750mL,41
25633281741,25633,David Girard Vyds Syrah Okei,2817,750mL,41
25634898841,25634,Trader Joe's Petit Rsv Znfdl,8988,750mL,41
25637122641,25637,Browne Family Vyds Cab Svgn,1226,750mL,41
25638122741,25638,Browne Family Vyds Tribute R,1227,750mL,41
25640695741,25640,Picket Fence Cab Svgn Alexan,6957,750mL,41
25641368841,25641,Fonseca Guimaraens Port,3688,750mL,41
25643520341,25643,Kunde Magnolia Lane Svgn Bl,5203,750mL,41
25645581641,25645,Marchesi Di Barolo Zagara Mo,5816,750mL,41
25646581541,25646,Marchesi Di Barolo Sbirolo N,5815,750mL,41
25647282641,25647,De Loach Russian River Chard,2826,750mL,41
25649282341,25649,De Loach Chard Cal,2823,750mL,41
25650559141,25650,Long Barn Chardonnay,5591,750mL,41
25651559241,25651,Long Barn Pnt Nr,5592,750mL,41
25652735541,25652,Red Autumn Red,7355,750mL,41
25653135941,25653,Ca'Momi Chard Rsv Napa,1359,750mL,41
25658513941,25658,Kir-Yianni Akakies Yianakoho,5139,750mL,41
25676655141,25676,NxNW Cab Svgn Columbia Vly,6551,750mL,41
25678210941,25678,Ch Recougne Brdx Superieur,2109,750mL,41
25684483941,25684,Jekel Pnt Nr Monterey,4839,750mL,41
25688721841,25688,Quinta dos Murcas Rsv Red Al,7218,750mL,41
25689650641,25689,Nisia 13 O V Verdejo Rueda,6506,750mL,41
25690179341,25690,Cepa 21 Ribera Duero 06 Tnto,1793,750mL,41
25691888541,25691,Tineta Avante 10 Tinto Fino,8885,750mL,41
25692162941,25692,Carpineto Chianti Castldo 14,1629,750mL,41
25693768941,25693,SCV Gold Hills Chard 12,7689,750mL,41
25694259941,25694,Cornerstone Pnt Gris 13 Napa,2599,750mL,41
25695163641,25695,Carpineto Molin Vecchio,1636,750mL,41
25696108641,25696,Bonny Doon Vin Gris de Cigar,1086,750mL,41
25698591441,25698,Masi Tupungato Corbec,5914,750mL,41
25699430941,25699,Havens Merlot Napa 13,4309,750mL,41
25700742541,25700,Resonance Pnt Nr,7425,750mL,41
25701920941,25701,Viberti Barolo Buon Padre,9209,750mL,41
25702764241,25702,Ruca Malen Petit Verdot,7642,750mL,41
25703634541,25703,Murphy-Goode Svgn Bl,6345,750mL,41
25704634041,25704,Murphy-Goode Chard Sonoma,6340,750mL,41
25705260041,25705,Cornerstone WV Pnt Nr 11,2600,750mL,41
25706652541,25706,North by Northwest Rose,6525,750mL,41
25707786141,25707,Schramsberg Brut Rose,7861,750mL,41
25708786041,25708,Schramsberg Blanc de Blancs,7860,750mL,41
25709425641,25709,Hallowed Ground Proprtry Red,4256,750mL,41
25710327841,25710,Edna Valley Paragon Pnt Grig,3278,750mL,41
25714420241,25714,Grgich Hills Cab Svgn Napa,4202,750mL,41
25715420441,25715,Grgich Hills Fume Bl Napa,4204,750mL,41
25716420341,25716,Grgich Hills Chard Napa,4203,750mL,41
25718685541,25718,Penfolds 08 Grange,6855,750mL,41
25723716841,25723,Prophecy Pnt Nr,7168,750mL,41
25724844041,25724,Storypoint Chardonnay,8440,750mL,41
25725717041,25725,Prophecy Svgn Bl,7170,750mL,41
25727224041,25727,Chappellet Cab Svgn Pritchrd,2240,750mL,41
25728224341,25728,Chappellet Signature Cab Svg,2243,750mL,41
25729224241,25729,Chappellet Mt Cuvee Napa,2242,750mL,41
25730224141,25730,Chappellet Chard Napa,2241,750mL,41
25731821941,25731,Sonoma Loeb Chard Sangiacomo,8219,750mL,41
25732822041,25732,Sonoma Loeb Pnt Nr Dutton Ra,8220,750mL,41
25733739941,25733,Regusci Est SLD Merlot,7399,750mL,41
25735432041,25735,Hazana Vinas Viejas Rioja,4320,750mL,41
25736628041,25736,Moulin de Gassac Guilhem Red,6280,750mL,41
25737589041,25737,Mas De Daumas Gassac 15 Rose,5890,750mL,41
25738589141,25738,Mas De Daumas Gassac Red 13,5891,750mL,41
25739836641,25739,Stemmari Pnt Grigio,8366,750mL,41
25740657941,25740,Oberon Chardonnay,6579,750mL,41
25741180432,25741,Cesari Recioto Valpolicella,1804,500mL,32
25742473941,25742,Jadot Combe Aux Jacques Bjls,4739,750mL,41
25745749941,25745,Riojana Chard,7499,750mL,41
25746750041,25746,Riojana Malbec,7500,750mL,41
25747749841,25747,Riojana Cab Svgn,7498,750mL,41
25748320141,25748,Duca di Salaparuta Paso Mule,3201,750mL,41
25749320241,25749,Duca di Salaparuta Platino I,3202,750mL,41
25750627941,25750,Moulin Gassac Guilhm Rose 15,6279,750mL,41
25755692738,25755,Peter Vella Moscato Sangria,6927,5L,38
25757843141,25757,Stonehedge Meritage 13 Napa,8431,750mL,41
25761861741,25761,Tellus Chardonnay,8617,750mL,41
25765804439,25765,Simi Cab Svgn Alexander Vly,8044,6L,39
25767374427,25767,Franciscan Est Cab Svgn Napa,3744,3L,27
25768339527,25768,Estancia Rsv Meritage Paso R,3395,3L,27
25769726527,25769,R Mondavi Winery Cab Svgn Na,7265,3L,27
25770374439,25770,Franciscan Est Cab Svgn Napa,3744,6L,39
25771499041,25771,Juve y Camps Sweet Rsva Spar,4990,750mL,41
25774217341,25774,Ch Tourril Panatella Red,2173,750mL,41
25776152541,25776,Canvasback Red Mtn Cab Svgn,1525,750mL,41
25777183841,25777,Ch Bonnet Red,1838,750mL,41
25778321941,25778,Duckhorn Migration Pnt Nr RR,3219,750mL,41
25779183941,25779,Ch Bonnet White Entre-Deux-,1839,750mL,41
25781870541,25781,The Crusher 12 Sugar Beet Rd,8705,750mL,41
25785881741,25785,The White Knight Prosecco,8817,750mL,41
25789209741,25789,Ch Pitot Brdx,2097,750mL,41
25790563141,25790,Love Noir Pnt Nr,5631,750mL,41
25791399941,25791,Girasole Pnt Nr,3999,750mL,41
25792399641,25792,Girasole Cab Svgn,3996,750mL,41
25793399741,25793,Girasole Chard,3997,750mL,41
25794399841,25794,Girasole Hybrid Red,3998,750mL,41
25796420641,25796,Grgich Hills Znfdl,4206,750mL,41
25797384641,25797,GH Mumm Rose,3846,750mL,41
25798277241,25798,D. Cohn Cab Svgn Bellacosa,2772,750mL,41
25802323541,25802,Dynamite Cab Svgn N Cst,3235,750mL,41
25807448141,25807,Hoopes Oakville Cab Svgn,4481,750mL,41
25808327741,25808,Edna Valley Chard,3277,750mL,41
25809448041,25809,Hoopes Napa Cab Svgn,4480,750mL,41
25810525341,25810,La Croix Belle Champ du Coq,5253,750mL,41
25811525441,25811,La Croix Belle No 7 Rose 15,5254,750mL,41
25812211741,25812,Ch Rombeau Elise 11,2117,750mL,41
25813211841,25813,Ch Rombeau L'Eleve 13,2118,750mL,41
25814180841,25814,Ch Albajan Picpoul 15,1808,750mL,41
25815304841,25815,Dom Souyris Le Chemin 14,3048,750mL,41
25816546741,25816,Les Hauts Calas Chinian 14,5467,750mL,41
25817422441,25817,Guigal Chtnf du Pape,4224,750mL,41
25818360941,25818,Fitou Rsv 14,3609,750mL,41
25819219141,25819,Ch de Mattes Corbieres 13,2191,750mL,41
25820529141,25820,La Roche Trouee Red 14,5291,750mL,41
25831318341,25831,Dry Creek Chenin Blanc Dry,3183,750mL,41
25832318441,25832,Dry Creek Fume Bl Sonoma,3184,750mL,41
25833191241,25833,Ch Genins Brdx,1912,750mL,41
25834318241,25834,Dry Creek Chard Sonoma Cnty,3182,750mL,41
25837318741,25837,Dry Creek Merlot,3187,750mL,41
25838318141,25838,Dry Creek Cab Svgn Sonoma,3181,750mL,41
25841198641,25841,Ch La Roseraie Brdx,1986,750mL,41
25842183741,25842,Ch Bois du Fil Brdx,1837,750mL,41
25843183741,25843,Ch Bois du Fil Brdx,1837,750mL,41
25844186141,25844,Ch Chaigneau Brdx,1861,750mL,41
25846421441,25846,Groth Svgn Bl Napa Valley,4214,750mL,41
25853719141,25853,Purple Heart Red,7191,750mL,41
25857241741,25857,Cline Merlot Sonoma Coast,2417,750mL,41
25859426641,25859,Handsome Devil Cab Svgn,4266,750mL,41
25863557541,25863,Locations OR Red,5575,750mL,41
25866541541,25866,Le Cirque Rouge,5415,750mL,41
25867276441,25867,D Cabirau CdRoussillon Rouge,2764,750mL,41
25868252441,25868,Comm Bargemone d'Aix Blanc,2524,750mL,41
25870578641,25870,Man Svgn Bl,5786,750mL,41
25875765741,25875,Ruffino Rose Sparkling,7657,750mL,41
25876872541,25876,The Dreaming Tree Svgn Bl,8725,750mL,41
25877731241,25877,Ravage Cab Svgn,7312,750mL,41
25879359641,25879,Firestone Santa Ynez Rsl,3596,750mL,41
25883447041,25883,Honig Cab Svgn Napa,4470,750mL,41
25886843841,25886,Storybook Mt Znfdl Mayacamas,8438,750mL,41
25887489041,25887,Joel Gott Merlot,4890,750mL,41
25888643641,25888,Neyers Vyd Pnt Nr Roberts Rd,6436,750mL,41
25890550420,25890,Lila Rose 4 Pk Cans,5504,250mL 4 Pk,20
25891550320,25891,Lila Pnt Grigio 4 Pk Cans,5503,250mL 4 Pk,20
25892550520,25892,Lila Svgn Bl 4 Pk Cans,5505,250mL 4 Pk,20
25893572041,25893,MJ Candice Red 13 Roussillon,5720,750mL,41
25894292241,25894,Deneufbourg White 14,2922,750mL,41
25895482741,25895,JeanJean Terrasses Larzac 13,4827,750mL,41
25896482641,25896,JeanJean Mas de Lunes 12,4826,750mL,41
25900527041,25900,La Maldita Garnache Rioja,5270,750mL,41
25904167041,25904,Casal Garcia Sangria,1670,750mL,41
25905612341,25905,Miner Svgn Bl Napa,6123,750mL,41
